"Nama","Rating","Tanggal","Ulasan"
"Henty T.","9.1","21-Jun-18","Di sebelah Harbour Bay Port (berjalan kaki). Makanan laut di malam hari dan kopitiam di pagi hari sempurna, terutama ketika Anda bepergian dengan anak-anak. Ada jalan pintas ke mal, yang tidak begitu ramai, tetapi memiliki blitz dan supermarket gogo."
"Henty T.","9.1","21-Jun-18","Di sebelah Harbour Bay Port (berjalan kaki). Makanan laut di malam hari dan kopitiam di pagi hari sempurna, terutama ketika Anda bepergian dengan anak-anak. Ada jalan pintas ke mal, yang tidak begitu ramai, tetapi memiliki blitz dan supermarket gogo."
"Syed O. A.","9.1","21-Oct-17","Sarapan menyebar murah hati dalam hal variasi dan kuantitas. Namun kualitasnya bisa ditingkatkan. Lokasi sempurna - berdampingan dengan pelabuhan dan dengan akses langsung ke mal dan masjid"
"Syed O. A.","9.1","21-Oct-17","Sarapan menyebar murah hati dalam hal variasi dan kuantitas. Namun kualitasnya bisa ditingkatkan. Lokasi sempurna - berdampingan dengan pelabuhan dan dengan akses langsung ke mal dan masjid"
"santamarko","9.1","28-Feb-17","Sarapan adalah luar biasa. Memeriksa cepat. Kebanyakan staf yang ramah dan membantu. Memeriksa adalah cepat. penjaga pintu tidak cukup perhatian. Tidak selalu siap untuk membuka raksasa pintu :)) Kamar yang bagus. Kolam itu begitu kecil, ruang kebugaran pengap dan bau."
"santamarko","9.1","28-Feb-17","Sarapan adalah luar biasa. Memeriksa cepat. Kebanyakan staf yang ramah dan membantu. Memeriksa adalah cepat. penjaga pintu tidak cukup perhatian. Tidak selalu siap untuk membuka raksasa pintu :)) Kamar yang bagus. Kolam itu begitu kecil, ruang kebugaran pengap dan bau."
"Wilsen W.","9.1","12-Oct-16","Semua adalah seperti yang diharapkan dari Swissbel."
"Wilsen W.","9.1","12-Oct-16","Semua adalah seperti yang diharapkan dari Swissbel."
"Ika L. M. E.","9.1","11-Jul-16","Benar-benar menampung dan memiliki layanan pelanggan yang baik."
"kam c. l.","9.1","18-Mar-16","Secara keseluruhan baik tapi saya tidak nyaman dengan saya tidur king-size yang terdiri dari dua tempat tidur kembar disatukan"
"Ika L. M. E.","9.1","11-Jul-16","Benar-benar menampung dan memiliki layanan pelanggan yang baik."
"kam c. l.","9.1","18-Mar-16","Secara keseluruhan baik tapi saya tidak nyaman dengan saya tidur king-size yang terdiri dari dua tempat tidur kembar disatukan"
"Muhamad A. B. K.","9","21-Dec-17","Kecepatan check in, kita selalu suka kamar di Swiss bel. Namun merokok yang kami inginkan dipenuhi abu di mana-mana di atas karpet. Tidak umpan balik ini selama tinggal namun mungkin ingin melihat kebersihan Anda untuk kenyamanan tinggal."
"Ronny R.","9","7-Jan-15","Hotel baru. Bersih dan nyaman. Lokasi bersebelahan dengan pelabuhan ferry Harborbay. Dari pengalaman, ini hotel terbaik di Batam dengan harga yang cukup reasonable."
"Faradilla","9","4-Dec-14","Semuanya memuaskan. Sayang menu makanan breakfastnya kurang variatif."
"SURTAM A. A.","9","24-Jan-19","Kamar besar dan bersih. WiFi kuat. Lokasi dekat mal dan pelabuhan ferly, menu sarapan variatif, proses check-in lancar, diminta deposit Rp 500.000, terlalu besar. Fasilitas kamar minimalis. taxi online dilarang masuk lokasi. Untuk keluar tersedia taxi hotel dengan tarif 3 kali tarif taxi online. Harga terlalu mahal dengan fasilitas kamar dan akses seperti itu."
"SURTAM A. A.","9","24-Jan-19","Kamar besar dan bersih. WiFi kuat. Lokasi dekat mal dan pelabuhan ferly, menu sarapan variatif, proses check-in lancar, diminta deposit Rp 500.000, terlalu besar. Fasilitas kamar minimalis. taxi online dilarang masuk lokasi. Untuk keluar tersedia taxi hotel dengan tarif 3 kali tarif taxi online. Harga terlalu mahal dengan fasilitas kamar dan akses seperti itu."
"SURTAM A. A.","9","24-Jan-19","Kamar besar dan bersih. WiFi kuat. Lokasi dekat mal dan pelabuhan ferly, menu sarapan variatif, proses check-in lancar, diminta deposit Rp 500.000, terlalu besar. Fasilitas kamar minimalis. taxi online dilarang masuk lokasi. Untuk keluar tersedia taxi hotel dengan tarif 3 kali tarif taxi online. Harga terlalu mahal dengan fasilitas kamar dan akses seperti itu."
"Ronny R.","9","7-Jan-15","Hotel baru. Bersih dan nyaman. Lokasi bersebelahan dengan pelabuhan ferry Harborbay. Dari pengalaman, ini hotel terbaik di Batam dengan harga yang cukup reasonable."
"Faradilla","9","4-Dec-14","Semuanya memuaskan. Sayang menu makanan breakfastnya kurang variatif."
"Ronny R.","9","7-Jan-15","Hotel baru. Bersih dan nyaman. Lokasi bersebelahan dengan pelabuhan ferry Harborbay. Dari pengalaman, ini hotel terbaik di Batam dengan harga yang cukup reasonable."
"Faradilla","9","4-Dec-14","Semuanya memuaskan. Sayang menu makanan breakfastnya kurang variatif."
"Muhamad A. B. K.","9","21-Dec-17","Kecepatan check in, kita selalu suka kamar di Swiss bel. Namun merokok yang kami inginkan dipenuhi abu di mana-mana di atas karpet. Tidak umpan balik ini selama tinggal namun mungkin ingin melihat kebersihan Anda untuk kenyamanan tinggal."
"Muhamad A. B. K.","9","21-Dec-17","Kecepatan check in, kita selalu suka kamar di Swiss bel. Namun merokok yang kami inginkan dipenuhi abu di mana-mana di atas karpet. Tidak umpan balik ini selama tinggal namun mungkin ingin melihat kebersihan Anda untuk kenyamanan tinggal."
"Santamarko S.","8.8","6-Mar-17","Cepat dan halus check in dan out. Membantu dan ramah staf. sarapan yang indah. Kolam renang sangat kecil .... Gym begitu bau. Aku meninggalkan barang-barang saya (charger dan snack), mereka membantu untuk mengirim kembali."
"Jonathan O. D.","8.8","24-Nov-17","Secara keseluruhan, saya memiliki pengalaman hebat di hotel ini. Ruangan itu bersih, tempat tidur nyaman dan AC terasa dingin. Aku hanya berharap mereka menaruh dua handuk di kamar mandi."
"mohammad a. a.","8.8","21-Sep-17","di sebelah pelabuhan mudah untuk mendapatkan feri ke Singapura"
"m roby h.","8.8","2-May-17","Baik fasilitas, staf yang ramah, menu sarapan lezat"
"Amendya D. S.","8.8","1-Jul-18","Hal yang buruk adalah ada kebocoran di atap kamar mandi. Air menetes ke baju-baju kotor di lantai. Tidak punya waktu untuk mengeringkannya sebelum diperiksa. Anak saya muntah karena keracunan makanan, didakwa secara tidak sengaja menodai karpet. Itu adalah sebuah kecelakaan."
"Dasman P. T.","8.8","24-May-18","Itu adalah pengalaman yang menyenangkan untuk menginap di hotel ini. Staf yang ramah dan sarapan yang enak adalah sesuatu yang saya dapatkan di sini"
"Dimas S. Y.","8.8","9-Feb-19","Hotel itu bersih dan rapi. Kamarnya luas dan mewah."
"Luh G. M. P. T.","8.8","10-Dec-18","Semuanya bagus sampai airnya tidak mengalir. kami baru saja menyelesaikan batam maraton dan kami menunggu selama 1 jam untuk mandi"
"Cahyadi H.","8.8","10-Aug-19","Kamarnya bagus namun saya diberitahu akan menghadap ke kolam renang. Tapi sebenarnya itu adalah ruangan tanpa pemandangan. Menghadap dinding🙈"
"Irza R.","8.8","Profil ini privat.","Lokasi strategis, kamar luas, makanan ber variasi & rasanya enak."
"Bagus R.","8.8","14-May-16","Baik, hanya saja kamarnya agak bau obat nyamuk."
"Alex R. S.","8.8","10-Oct-16","Kamar yang nyaman dan bersih lokasi yg strategis dekat dengan harbour bay"
"A Solihin A. A.","8.8","8-Oct-17","Hotel bagus, dan memuaskan. Namun masih ada kekurangan. Tidak bisa membuka kaca jendela, untuk menghirup udara segar"
"ShanTy V. O.","8.8","13-Nov-18","Sangat menyenangkan untuk liburan keluarga kecil kami, bertepatan dengan hari ulang tahun dikirimkan cake special dari pihak hotel, lokasi juga dekat dengan pusat kota, memudahkan kita untuk pergi shopping."
"Merry N. D.","8.8","31-Mar-19",""
"Mario C. M.","8.8","3-Nov-20",""
"Cut c. S.","8.8","1-Sep-21","Menyenangkan sekali, kalian harus coba nginap di sini 🥰."
"Nopitasari P.","8.8","7-Dec-21","Nyaman banget, kamarnya suasananya, everything just so good. Bakalan nginep lagi sih pastinya, buat staycation bikin nyaman banget."
"Nopitasari P.","8.8","7-Dec-21","Nyaman banget, kamarnya suasananya, everything just so good. Bakalan nginep lagi sih pastinya, buat staycation bikin nyaman banget."
"Nopitasari P.","8.8","7-Dec-21","Nyaman banget, kamarnya suasananya, everything just so good. Bakalan nginep lagi sih pastinya, buat staycation bikin nyaman banget."
"Cut c. S.","8.8","1-Sep-21","Menyenangkan sekali, kalian harus coba nginap di sini 🥰."
"Cut c. S.","8.8","1-Sep-21","Menyenangkan sekali, kalian harus coba nginap di sini 🥰."
"Mario C. M.","8.8","3-Nov-20",""
"Mario C. M.","8.8","3-Nov-20",""
"Merry N. D.","8.8","31-Mar-19",""
"Merry N. D.","8.8","31-Mar-19",""
"ShanTy V. O.","8.8","13-Nov-18","Sangat menyenangkan untuk liburan keluarga kecil kami, bertepatan dengan hari ulang tahun dikirimkan cake special dari pihak hotel, lokasi juga dekat dengan pusat kota, memudahkan kita untuk pergi shopping."
"ShanTy V. O.","8.8","13-Nov-18","Sangat menyenangkan untuk liburan keluarga kecil kami, bertepatan dengan hari ulang tahun dikirimkan cake special dari pihak hotel, lokasi juga dekat dengan pusat kota, memudahkan kita untuk pergi shopping."
"A Solihin A. A.","8.8","8-Oct-17","Hotel bagus, dan memuaskan. Namun masih ada kekurangan. Tidak bisa membuka kaca jendela, untuk menghirup udara segar"
"A Solihin A. A.","8.8","8-Oct-17","Hotel bagus, dan memuaskan. Namun masih ada kekurangan. Tidak bisa membuka kaca jendela, untuk menghirup udara segar"
"Alex R. S.","8.8","10-Oct-16","Kamar yang nyaman dan bersih lokasi yg strategis dekat dengan harbour bay"
"Alex R. S.","8.8","10-Oct-16","Kamar yang nyaman dan bersih lokasi yg strategis dekat dengan harbour bay"
"Bagus R.","8.8","14-May-16","Baik, hanya saja kamarnya agak bau obat nyamuk."
"Bagus R.","8.8","14-May-16","Baik, hanya saja kamarnya agak bau obat nyamuk."
"Irza R.","8.8","Profil ini privat.","Lokasi strategis, kamar luas, makanan ber variasi & rasanya enak."
"Irza R.","8.8","Profil ini privat.","Lokasi strategis, kamar luas, makanan ber variasi & rasanya enak."
"Cahyadi H.","8.8","10-Aug-19","Kamarnya bagus namun saya diberitahu akan menghadap ke kolam renang. Tapi sebenarnya itu adalah ruangan tanpa pemandangan. Menghadap dinding🙈"
"Cahyadi H.","8.8","10-Aug-19","Kamarnya bagus namun saya diberitahu akan menghadap ke kolam renang. Tapi sebenarnya itu adalah ruangan tanpa pemandangan. Menghadap dinding🙈"
"Dimas S. Y.","8.8","9-Feb-19","Hotel itu bersih dan rapi. Kamarnya luas dan mewah."
"Luh G. M. P. T.","8.8","10-Dec-18","Semuanya bagus sampai airnya tidak mengalir. kami baru saja menyelesaikan batam maraton dan kami menunggu selama 1 jam untuk mandi"
"Dimas S. Y.","8.8","9-Feb-19","Hotel itu bersih dan rapi. Kamarnya luas dan mewah."
"Luh G. M. P. T.","8.8","10-Dec-18","Semuanya bagus sampai airnya tidak mengalir. kami baru saja menyelesaikan batam maraton dan kami menunggu selama 1 jam untuk mandi"
"Amendya D. S.","8.8","1-Jul-18","Hal yang buruk adalah ada kebocoran di atap kamar mandi. Air menetes ke baju-baju kotor di lantai. Tidak punya waktu untuk mengeringkannya sebelum diperiksa. Anak saya muntah karena keracunan makanan, didakwa secara tidak sengaja menodai karpet. Itu adalah sebuah kecelakaan."
"Dasman P. T.","8.8","24-May-18","Itu adalah pengalaman yang menyenangkan untuk menginap di hotel ini. Staf yang ramah dan sarapan yang enak adalah sesuatu yang saya dapatkan di sini"
"Amendya D. S.","8.8","1-Jul-18","Hal yang buruk adalah ada kebocoran di atap kamar mandi. Air menetes ke baju-baju kotor di lantai. Tidak punya waktu untuk mengeringkannya sebelum diperiksa. Anak saya muntah karena keracunan makanan, didakwa secara tidak sengaja menodai karpet. Itu adalah sebuah kecelakaan."
"Dasman P. T.","8.8","24-May-18","Itu adalah pengalaman yang menyenangkan untuk menginap di hotel ini. Staf yang ramah dan sarapan yang enak adalah sesuatu yang saya dapatkan di sini"
"Jonathan O. D.","8.8","24-Nov-17","Secara keseluruhan, saya memiliki pengalaman hebat di hotel ini. Ruangan itu bersih, tempat tidur nyaman dan AC terasa dingin. Aku hanya berharap mereka menaruh dua handuk di kamar mandi."
"mohammad a. a.","8.8","21-Sep-17","di sebelah pelabuhan mudah untuk mendapatkan feri ke Singapura"
"m roby h.","8.8","2-May-17","Baik fasilitas, staf yang ramah, menu sarapan lezat"
"Jonathan O. D.","8.8","24-Nov-17","Secara keseluruhan, saya memiliki pengalaman hebat di hotel ini. Ruangan itu bersih, tempat tidur nyaman dan AC terasa dingin. Aku hanya berharap mereka menaruh dua handuk di kamar mandi."
"mohammad a. a.","8.8","21-Sep-17","di sebelah pelabuhan mudah untuk mendapatkan feri ke Singapura"
"m roby h.","8.8","2-May-17","Baik fasilitas, staf yang ramah, menu sarapan lezat"
"Santamarko S.","8.8","6-Mar-17","Cepat dan halus check in dan out. Membantu dan ramah staf. sarapan yang indah. Kolam renang sangat kecil .... Gym begitu bau. Aku meninggalkan barang-barang saya (charger dan snack), mereka membantu untuk mengirim kembali."
"Santamarko S.","8.8","6-Mar-17","Cepat dan halus check in dan out. Membantu dan ramah staf. sarapan yang indah. Kolam renang sangat kecil .... Gym begitu bau. Aku meninggalkan barang-barang saya (charger dan snack), mereka membantu untuk mengirim kembali."
"Septian S.","8.7","24-Jan-20","Punya kamar besar dan bathub. Bau kamar tidak begitu menyenangkan."
"Okky A.","8.7","17-Oct-20","Sarapan secara keseluruhan bagus"
"Guest","8.7","30-May-15","Makanannya kurang enak dan variasinya makanan dikit"
"Guest","8.7","30-May-15","Makanannya kurang enak dan variasinya makanan dikit"
"Guest","8.7","30-May-15","Makanannya kurang enak dan variasinya makanan dikit"
"Okky A.","8.7","17-Oct-20","Sarapan secara keseluruhan bagus"
"Okky A.","8.7","17-Oct-20","Sarapan secara keseluruhan bagus"
"Septian S.","8.7","24-Jan-20","Punya kamar besar dan bathub. Bau kamar tidak begitu menyenangkan."
"Septian S.","8.7","24-Jan-20","Punya kamar besar dan bathub. Bau kamar tidak begitu menyenangkan."
"HERRY","8.5","6-Mar-17","Pelayanan yang baik dan hotel yang bagus untuk tinggal."
"Dewanti N. S.","8.5","16-Feb-17","Kondisi bagus dan bersih dan bagus"
"Guest","8.5","8-Feb-17","Ruangan itu mewah dan sangat berkelas, jadi kami senang tinggal"
"Deinar R. A.","8.5","30-Jan-17","Makanan yang baik, layanan oke, dekat pelabuhan"
"LEW D. L.","8.5","16-Aug-17","Staf pelayanan yang baik dan ramah."
"Zico Z.","8.5","3-Jun-17","Hotel ini bagus dan bersih. Terima kasih"
"arfin w.","8.5","22-Jun-18","Bagus"
"Fajar F.","8.5","29-Jan-19","Kamar yang bagus dan ballroom yang besar! Dekat dari jalan utama dan mudah menemukan tempat ini, resepsionis dan stafnya sangat rendah hati, dekat dari indomaret, kamarnya bersih tapi kami hanya mendapatkan 2 pasta gigi dan sikat bahkan kamar yang saya pilih adalah untuk 4 orang. tamu dan sarapannya cukup baik."
"Tomi I.","8.5","11-Dec-18","Sarapannya sangat lezat,"
"Nurul A. D. A.","8.5","15-Sep-18","Tempat yang bagus untuk kesenangan atau bisnis. Kamar yang nyaman dan layanan yang bagus. Sarapan lezat dengan banyak pilihan. Tapi kolam renangnya terlalu kecil."
"Terence H.","8.5","17-Aug-18","Dapat melakukan perbaikan pada kondisi air kolam renang (air jernih) &amp; dan lantai (permukaan kolam kasar). Kolam renang hotel lainnya serupa tetapi dikelola dengan lebih baik."
"Andreas","8.5","5-Jun-19","Tempatnya nyaman di kota"
"Riri F. Z.","8.5","1-Apr-19","Hotel pilihan terbaik untuk menginap di Batam!"
"Merlin N. H.","8.5","2-Mar-20","Layanan bagus 💜"
"Yanuar A. S.","8.5","17-Feb-20","Fasilitas hotel sangat bagus, staf sangat membantu. restorannya menyajikan berbagai makanan dan minuman. tempat yang bagus untuk tinggal."
"Dea I. D.","8.5","1-Mar-21","Pelayanan bagus dan nyaman banget 😊"
"WITRA R.","8.5","7-Feb-21","Suka keramahan, tempat terbaik untuk tinggal."
"Nadya R. I.","8.5","2-Jan-21","Saya tidur seperti putri di sini. Begitu nyaman sarapannya sangat enak terutama kue"
"Ardoan A. U.","8.5","25-Oct-20","Kebersihan, sarapan enak, dan nyaman."
"Yohana A.","8.5","1-Jul-22","Saya memesannya untuk saudara ipar saya, mereka sangat menikmati kamar yang indah, sarapan yang lezat juga, mereka menyebutkan bagaimana makanannya benar-benar enak . Di sebelah hotel ada supermarket Gogo, jadi mudah untuk membeli kebutuhan sehari-hari. Di Harbour Bay, Anda dapat dengan mudah menemukan banyak restoran dan toko serba ada, jadi, akan sangat menyenangkan untuk berlibur. Satu hal yang perlu ditingkatkan adalah tata letak di dalam lobi, harus lebih nyaman bagi para tamu. Terima kasih Swiss-Belhotel atas keramahan Anda 🙏😊."
"Tika P.","8.5","1-Jan-22","Saya senang 😁 terima kasih banyak atas pelayanannya ."
"Dody S. T.","8.5","3-Jan-16","Makanan, pelayanan, kamar nya ok"
"Guest","8.5","24-Dec-15","Memuaskan, hanya kunci koq cuma ada 1 jadi agak repot"
"Fitri Y.","8.5","18-Nov-15","Awesome hotel.. Will b back soon."
"Heru P. S.","8.5","2-Jun-15","Sangat disayangkan taxi Bluebird ngak bisa ngambil penumpang"
"eki r.","8.5","10-Mar-16","Nyaman dan bersih dan strategis tempat nya"
"Guest","8.5","9-Aug-16","Nyaman, bersih, menu variatif dan no 1 dalam pelayanan."
"fajar n. p.","8.5","7-Aug-16","Nyaman, internet wifi cepat, makanan lumayan enak."
"Abubakar Y. T.","8.5","29-Dec-16","Minus : Kedapetan kamar yg ACnya rusak..suka mati sendiri.., pintu akses dari parkir mobil ke hotel selalu ditutup..jadi harus jalan memutar..kalau memang nggak boleh lewat ngapain ada pintu.. Plus : staf hotel yg ramah dan fast response , great in dining food and breakfast.. Overall we were enjoying staying in this Hotel..but maybe have to reconsider if want to stay at there again.."
"Jimmy H.","8.5","18-Dec-16","Hotel bagus dan nyaman, kedatangan berikutnya mungkin nginap di sini lagi"
"Devi N.","8.5","3-Dec-16","Hotel yang nyaman, suatu waktu menginap disini lagi..."
"Husin Z.","8.5","26-Jan-17","Pertahankan...siip ok..good all.."
"SONG Y. H.","8.5","28-Jun-17","Klosetnya tersumbat dan di dalam hotel bau obat kecoanya tajam."
"david","8.5","5-May-17","Mantabs...tidur nyaman d hotel berkelas.."
"Niken N.","8.5","24-Apr-17","Hotelnya nyaman. Bersih. Pelayanan bagus dan ramah."
"Arianty A.","8.5","27-Mar-17","Saya hanya butuh rehat sejenak. Tempat beristirahat"
"Hari A.","8.5","8-Oct-17","Top banget. Pertahankan terus pelayanannya"
"ismet a.","8.5","31-Aug-17","Ok dan sangat pelayanan sangat baik"
"Awaludin M.","8.5","21-Aug-17","Hotelnya enak deket harbour bay"
"Riya S.","8.5","13-Jul-17","Tempatnya dekat dengan pelanuhan internasional, nyaman dan bersih"
"Eka O.","8.5","12-Nov-17","Bersih mewah dan peralatan di kamar yang lengkap, ada setrika di kamar sangat membantu"
"Rahmi F. D.","8.5","8-May-18","Penginapan yang memiliki good service mulai dari pelayanan resepsionist, room service, recommended banget buat family time. Menu sarapannya juga enak banget"
"Maria J. Y.","8.5","21-Aug-18","Lokasi strategis, dekat dengan tempat makan dan nagoya tempat jual tas."
"Yuana P. L.","8.5","26-Jul-18","Semuanya oke, kamarnya bagus, fasilitas sip."
"Petrus S. S.","8.5","28-Jun-18","Fasilitas dan kamar bagus, lokasi dekat banyak jual sea food."
"Melasari a.","8.5","21-Jun-18","Lokasi hotel persis di kawasan dermaga, strategis, mudah cari makan di area sekitar hotel, di lantai basement ada supermarket juga. Sarapan banyak variasi. Minusnya bath towel, hand towel sudah kurang layak pakai dan baunya tidak enak."
"Cipto P.","8.5","22-Dec-18","Kamar bersih, luas, bersih, makan banyak jenis."
"Maria J. Y.","8.5","28-Aug-18","Bersih, ramah, dan kolam renangnya bersih juga."
"Novianna E.","8.5","19-Mar-19","Kami tiba pada hampir pukul 22.00 malam, sudah sepi tetapi check-in berjalan baik. Satu-satunya yang mengganjal adalah keengganan receptionist menjawab pertanyaan dimana saya boleh mengambil taxi blue bird? Sama sekali tidak dijawab melainkan petugas langsung mengakhiri dengan kata ""terima kasih ibu, selamat malam"". Kamar cukup baik, kami dijanjikan view menghadap taman dengan konsekuensinjauh dari elevator; tapi setiba di kamar entah bagian taman mana yang menjadi view kami. Fasilitas di sekitar hotel cukup lengkap. Mudah mencari makan di tengah malam sekalipun. Hotel juga bersih, tidak ada night club di hotel ini"
"Hafil Z.","8.5","16-Feb-19","Nyaman bersih, sarapan enak. Best hotel."
"dandy d. s.","8.5","11-Jun-19","Hotel nyaman, menyambung dengan pusat perbelanjaan."
"Dian S. K.","8.5","21-May-19","Enjoy banget, sarapan enak hanya saja hotel tidak mengizinkan grab masuk."
"Evizer J. s.","8.5","8-May-19","Pengen balik lagi ke hotel ini."
"Purwoko","8.5","1-May-19","Senang bisa menginap di Swissbell hotel dan yang paling berkesan adalah breakfastnya banyak pilihan."
"Utami D. S.","8.5","20-Apr-19","Lokasi strategis, dekat kemana-mana."
"Yoenoes E.","8.5","11-Jan-20","Seluruh crew dan staf hotel ramah, kamar luas dan bersih. Makanan enak, menu makanan variatif. Lokasi yang strategis dan mudah dijangkau."
"Victor T. C.","8.5","18-Dec-19","Hotelnya bagus, perjalanan saya untuk bisnis jadi saya tidak menikmatinya. Untuk pelayanan, kebersihan, fasilitas semua oke. Sayang malnya belum jadi, hotel yang bagus."
"CHRISTIANTO L.","8.5","8-Dec-19","selama menginap menyenangkan, lokasi tdk jauh dari mana-mana, kamar nyaman, luas, bersih"
"Nurjanah","8.5","4-Dec-19","Saya sangat suka dengan hotel ini, selain bersih dan sarapannya sangat komplet sekali."
"Riska P. S.","8.5","9-Feb-20","Bagus, tempatnya nyaman lah tidak berisik."
"Riska P. S.","8.5","3-Feb-20","Saya datang untuk ke dua kali buka kamar disini terus karena suananya enak banget tenang tidur."
"Giehk","8.5","Profil ini privat.","Saya suka untuk kamar hotelnya mukin next time saya check-in di sini lagi."
"Wulan K.","8.5","13-Jan-20","Kamar sangat nyaman dan sarapan sangat enak."
"Yoenoes E.","8.5","13-Jan-20","Hotel terbaik untuk beristirahat dan bermalam selama berada di Batam. Segala hal yang terdapat di dalamnya sangat memuaskan."
"Septo A. W.","8.5","Profil ini privat.","Profesional, tempat sangat nyaman dan bersih, pelayanan baik."
"Rezkie P.","8.5","23-Jul-20",""
"Imasitoh D. K.","8.5","15-Nov-20","Kamar persis seperti yang difoto, nyaman, bersih hanya saja kemarin cukup berisik dari kamar depan 🙏 But for all nyaman, bersih oke pelayanan bagus."
"Elly K.","8.5","26-Oct-20","Suasana yang tenang, elegant nyaman. Staff ramah. Menu sarapan juga sehat dan enak."
"Yessi T.","8.5","18-Sep-20","Tempat nyaman, bersih, makanan enak, pelayanan ramah."
"Arvi","8.5","Profil ini privat.","Lokasi yang strategi memberikan kesan yang luar biasa."
"Zila L.","8.5","5-Jan-21","cukup memuaskan dan lumayan nyaman."
"T Suzan F.","8.5","4-Jan-21","Menyenangkan, hanya kolam saja yang kecil jadi kalau anak kurang puas berenang di sini. Selain itu semua nyaman."
"ryska c.","8.5","4-Jan-21",""
"Ahmad B.","8.5","11-Mar-21",""
"Ruby K. M. P.","8.5","20-Feb-21","Proses check in sangat cepat, pelayanan ramah, kamar nyaman, variasi menu breakfast yang banyak banyak dan lezat. Excellent!"
"Anggie N. H.","8.5","31-Jan-21",""
"Adolf T. B. S.","8.5","2-Jul-21","Lokasinya bagus, bersih dan nyaman. Terima kasih."
"Lambok E. S. T.","8.5","15-Jun-21","Sangat mantap hotelnya. Dan nyaman."
"Agung P.","8.5","3-Jun-21","Bagus interior bagus dan nyaman employment nya ramah dengan pelayanannya."
"Jeanny A.","8.5","18-May-21","semuanya baik,dari pelayanan,kebersihan dan makanann"
"Afry y.","8.5","17-Aug-21","Sangat nyaman dan deket sama cafe-cafe pinggir laut."
"Andry K.","8.5","15-Aug-21",""
"Jumia V.","8.5","15-Aug-21","Bersih nyaman adem pelayanan baik."
"Satria D. B. R.","8.5","15-Aug-21","Terbaik, staff nya ramah abis cuk."
"Inge E. C.","8.5","8-Nov-21","Dekat dengan harbour bay kamar bersih."
"Afifah M. M.","8.5","31-Oct-21","Pengalaman staycation yang menyenangkan dengan menginap di swissbell harbour bay. Staf ramah, kamar interiornya mewah. Bersih dan nyaman."
"Awang","8.5","19-Aug-21","Hotel nya bersih dan pelayanan yang ramah. Harga sesuai dengan pelayanannya. Boleh jadi salah satu prioritas."
"Bayu C.","8.5","6-Feb-22","Kamar telah di sanitized dan desinfected sebelum dipergunakan, staf dan teknisi siap dipanggil saat diperlukan, kamar sesuai dengan dipesan serta menu sarapan cukup variatif dan jam 6 pagi sudah siap."
"Dewi R.","8.5","5-Feb-22","Sangat bagus hotelnya, bener-bener recommend 😉."
"Alex B. T.","8.5","2-Feb-22","Pelayanan ramah, kamar bersih, makanan enak."
"Nanda W. A.","8.5","1-Jan-22","Pelayanan ramah, lokasi mantap. Cocok buat pebisnis."
"Albert E.","8.5","12-Jul-22","Pelayanan sangat memuaskan. Lokasi strategis, a. L dekat dengan pelabuhan Ferry penyebrangan ke Singapura."
"Susetyo D. P.","8.5","27-Jun-22","Berada di pusat kuliner seafood dan dekat dengan pelabuhan penyeberangan harbour bay menjadi nilai tambah hotel ini."
"Albert E.","8.5","12-Jul-22","Pelayanan sangat memuaskan. Lokasi strategis, a. L dekat dengan pelabuhan Ferry penyebrangan ke Singapura."
"Susetyo D. P.","8.5","27-Jun-22","Berada di pusat kuliner seafood dan dekat dengan pelabuhan penyeberangan harbour bay menjadi nilai tambah hotel ini."
"Bayu C.","8.5","6-Feb-22","Kamar telah di sanitized dan desinfected sebelum dipergunakan, staf dan teknisi siap dipanggil saat diperlukan, kamar sesuai dengan dipesan serta menu sarapan cukup variatif dan jam 6 pagi sudah siap."
"Dewi R.","8.5","5-Feb-22","Sangat bagus hotelnya, bener-bener recommend 😉."
"Alex B. T.","8.5","2-Feb-22","Pelayanan ramah, kamar bersih, makanan enak."
"Nanda W. A.","8.5","1-Jan-22","Pelayanan ramah, lokasi mantap. Cocok buat pebisnis."
"Bayu C.","8.5","6-Feb-22","Kamar telah di sanitized dan desinfected sebelum dipergunakan, staf dan teknisi siap dipanggil saat diperlukan, kamar sesuai dengan dipesan serta menu sarapan cukup variatif dan jam 6 pagi sudah siap."
"Dewi R.","8.5","5-Feb-22","Sangat bagus hotelnya, bener-bener recommend 😉."
"Alex B. T.","8.5","2-Feb-22","Pelayanan ramah, kamar bersih, makanan enak."
"Nanda W. A.","8.5","1-Jan-22","Pelayanan ramah, lokasi mantap. Cocok buat pebisnis."
"Inge E. C.","8.5","8-Nov-21","Dekat dengan harbour bay kamar bersih."
"Afifah M. M.","8.5","31-Oct-21","Pengalaman staycation yang menyenangkan dengan menginap di swissbell harbour bay. Staf ramah, kamar interiornya mewah. Bersih dan nyaman."
"Awang","8.5","19-Aug-21","Hotel nya bersih dan pelayanan yang ramah. Harga sesuai dengan pelayanannya. Boleh jadi salah satu prioritas."
"Inge E. C.","8.5","8-Nov-21","Dekat dengan harbour bay kamar bersih."
"Afifah M. M.","8.5","31-Oct-21","Pengalaman staycation yang menyenangkan dengan menginap di swissbell harbour bay. Staf ramah, kamar interiornya mewah. Bersih dan nyaman."
"Awang","8.5","19-Aug-21","Hotel nya bersih dan pelayanan yang ramah. Harga sesuai dengan pelayanannya. Boleh jadi salah satu prioritas."
"Afry y.","8.5","17-Aug-21","Sangat nyaman dan deket sama cafe-cafe pinggir laut."
