"Nama","Rating","Tanggal","Ulasan"
"Fenty C.","10","16-Nov-17","Pelayanannya ramah dan kamar bersih"
"Martini","9.4","13-Nov-17","Toilet kurang bagus dan kebersihan di toilet kurang"
"Lucy P.","9.7","13-Nov-17","Good service, breakfast enak-enak, nyaman."
"Priska B. A.","10","6-Nov-17","Sangat memuaskan hotelnya, bersih juga"
"Ely T.","8.5","30-Oct-17","Kamar dan fasilitas, pelayanan, semua oke"
"Suparno S.","10","7-Dec-17","Mantap. Ada bathubnya, ada jacuzzinya pula. Jadi kalau hati lelah, tinggal berendam aja. Enak"
"Siska B.","9.7","30-Nov-17","Hotel yang bagus..bersih...nyaman... recommended"
"puri f.","8.7","28-Nov-17","Menunya sedikit dan kurang enak."
"Wahyu n. k.","8.5","26-Nov-17","Bersih, ramah dan memuaskan..."
"Isnaeni R.","10","26-Nov-17","pelayanan bagus, makanan enak, staff ramah-ramah"
"Fenty C.","10","16-Nov-17","Pelayanannya ramah dan kamar bersih"
"Martini","9.4","13-Nov-17","Toilet kurang bagus dan kebersihan di toilet kurang"
"Lucy P.","9.7","13-Nov-17","Good service, breakfast enak-enak, nyaman."
"Priska B. A.","10","6-Nov-17","Sangat memuaskan hotelnya, bersih juga"
"Ely T.","8.5","30-Oct-17","Kamar dan fasilitas, pelayanan, semua oke"
"Lilik L.","10","30-Oct-17","Sangat nyaman dan fasilitas sangat mencukupi"
"M Yusuf A.","8.3","26-Oct-17","Sarapan pagi yang tidak terlalu dilayani, seperti ambil minum teh dan area yang terbatas."
"Monang","10","25-Oct-17","Makanan enak harga terjangkau. Pelayanan baik sekali."
"DASA P.","9.7","24-Oct-17","Pelayanan bagus, kebersihan teras kamar kurang, sarapan enak,"
"Siska B.","7.4","22-Oct-17","Kemarin dapetnya kamar 1505 di lantai 15. Wifi selalu putus saat lagi mau kirim email. Mohon d benahi."
"Hartono","8.5","Profil ini privat.","Makin seru ada tempat karaokean, kamar cukup nyaman, cuma lampu ditempat tidur gak bisa nyala"
"Hendra I.","10","20-Oct-17","Semua memuaskan, kelengkapan seperti sandal kok tidak ada ya"
"Baharuddin B.","10","19-Oct-17","Sangat puas dan pelayan yang sangat baik."
"Raja D. I.","9.7","19-Oct-17","Baik memuaskan layanann ramah dan hotel besih"
"Joni","6.1","17-Oct-17","Kamar hotel udah tua dan di kasih kamar dekat diskotik suara nya terlalu bising"
"Lilik L.","10","30-Oct-17","Sangat nyaman dan fasilitas sangat mencukupi"
"M Yusuf A.","8.3","26-Oct-17","Sarapan pagi yang tidak terlalu dilayani, seperti ambil minum teh dan area yang terbatas."
"Monang","10","25-Oct-17","Makanan enak harga terjangkau. Pelayanan baik sekali."
"DASA P.","9.7","24-Oct-17","Pelayanan bagus, kebersihan teras kamar kurang, sarapan enak,"
"Siska B.","7.4","22-Oct-17","Kemarin dapetnya kamar 1505 di lantai 15. Wifi selalu putus saat lagi mau kirim email. Mohon d benahi."
"Hartono","8.5","Profil ini privat.","Makin seru ada tempat karaokean, kamar cukup nyaman, cuma lampu ditempat tidur gak bisa nyala"
"Hendra I.","10","20-Oct-17","Semua memuaskan, kelengkapan seperti sandal kok tidak ada ya"
"Baharuddin B.","10","19-Oct-17","Sangat puas dan pelayan yang sangat baik."
"Raja D. I.","9.7","19-Oct-17","Baik memuaskan layanann ramah dan hotel besih"
"Joni","6.1","17-Oct-17","Kamar hotel udah tua dan di kasih kamar dekat diskotik suara nya terlalu bising"
"Tommy A.","9.1","17-Oct-17","Mantap rapi dan profesional"
"reni w.","10","14-Oct-17","Memuaskan, nyaman, bersih, lokasi strategis."
"Minah p.","10","10-Oct-17","Ok, nyaman, bersih, ramah."
"Iis N.","9.1","9-Oct-17","Nyaman banget, kasurnya empuk, fasilitasnya lengkap"
"Marisa D. K. W.","9.1","4-Oct-17","Termasuk rekomen lah kalau untuk sekedar menginap semalam. Thanks ya.."
"Rebuli S.","10","26-Sep-17","pengalaman yang menyenangkan di hotel planet holliday"
"Siska B.","8.5","26-Sep-17","Hotel bersih dan nyaman cocok untuk bawa keluarga"
"Eka O.","10","21-Sep-17","Tenang dan nyaman. Saya suka hotel ini"
"Wiwit W.","9.7","20-Sep-17","Ok banget, mantap dan agak mahal sih"
"Riagung A.","8.4","13-Sep-17","Jotel lama tapi cukup terawat, kamar berukuran besar khas hotel lama. Sarapan all you can eatnya sangat dibawah standar kalau menurut saya."
"Tommy A.","9.1","17-Oct-17","Mantap rapi dan profesional"
"reni w.","10","14-Oct-17","Memuaskan, nyaman, bersih, lokasi strategis."
"Minah p.","10","10-Oct-17","Ok, nyaman, bersih, ramah."
"Iis N.","9.1","9-Oct-17","Nyaman banget, kasurnya empuk, fasilitasnya lengkap"
"Marisa D. K. W.","9.1","4-Oct-17","Termasuk rekomen lah kalau untuk sekedar menginap semalam. Thanks ya.."
"Rebuli S.","10","26-Sep-17","pengalaman yang menyenangkan di hotel planet holliday"
"Siska B.","8.5","26-Sep-17","Hotel bersih dan nyaman cocok untuk bawa keluarga"
"Eka O.","10","21-Sep-17","Tenang dan nyaman. Saya suka hotel ini"
"Wiwit W.","9.7","20-Sep-17","Ok banget, mantap dan agak mahal sih"
"Riagung A.","8.4","13-Sep-17","Jotel lama tapi cukup terawat, kamar berukuran besar khas hotel lama. Sarapan all you can eatnya sangat dibawah standar kalau menurut saya."
"Sutira S.","8.5","11-Sep-17","Bagus dan nyaman , lokasinya juga bagus"
"herry p.","8.5","2-Sep-17","Kualitas layanan oke, kebersihan bagus"
"Sudarmanto S.","10","30-Aug-17","Pelayanan yang ramah dan kebersihan selalu dijaga."
"Florentine W.","8.5","24-Aug-17","Kamar sesuai dengan picture saat book , breakfast standart"
"Zul A.","9.7","14-Aug-17","Lumayan nyaman menginap dihotel tertinggi di Kota Batam"
"japrizal","7","14-Aug-17","Kamar bersih, nyaman dekat dengan kota tapi susah cari tempat kuliner."
"Aidil P. A.","9.1","12-Aug-17","Lumayan bagus dan nyaman, lokasi cukup strategis."
"Harbin y.","9.7","4-Aug-17","Bersih, nyaman, kamar cukup luas, staff ramah & profesional."
"Guest","9.7","4-Aug-17","Kamar nya nyaman bersih so far saya merasa senang"
"Erlina","10","2-Aug-17","Sangat memuaskan pelayanan yang di berikan"
"Sutira S.","8.5","11-Sep-17","Bagus dan nyaman , lokasinya juga bagus"
"herry p.","8.5","2-Sep-17","Kualitas layanan oke, kebersihan bagus"
"Sudarmanto S.","10","30-Aug-17","Pelayanan yang ramah dan kebersihan selalu dijaga."
"Florentine W.","8.5","24-Aug-17","Kamar sesuai dengan picture saat book , breakfast standart"
"Zul A.","9.7","14-Aug-17","Lumayan nyaman menginap dihotel tertinggi di Kota Batam"
"japrizal","7","14-Aug-17","Kamar bersih, nyaman dekat dengan kota tapi susah cari tempat kuliner."
"Aidil P. A.","9.1","12-Aug-17","Lumayan bagus dan nyaman, lokasi cukup strategis."
"Harbin y.","9.7","4-Aug-17","Bersih, nyaman, kamar cukup luas, staff ramah & profesional."
"Guest","9.7","4-Aug-17","Kamar nya nyaman bersih so far saya merasa senang"
"Erlina","10","2-Aug-17","Sangat memuaskan pelayanan yang di berikan"
"boegie r.","10","29-Jul-17","Kamar bersih dan nyaman, memuaskan"
"yantri s.","10","27-Jul-17","Nyaman, pelayanan yang ramah, bersih."
"Boy I.","10","27-Jul-17","Memuaskan semuanya yang ada di dalam hotel"
"Novi P. W.","8.5","Profil ini privat.","Nyaman untuk anak-anak dan keluarga"
"Lian H. A. H.","8.5","Profil ini privat.","Keseluruhannya bagus,acnya dingin dan receptionnya ramah"
"tintin s.","9.7","10-Jul-17","Cukup nyaman dan tenang hanya sarapan paginya kurang enak rasa makanannya"
"Erwin B.","8.5","10-Jul-17","Kalau di lihat interior kamar, loby keren dan kamar bersih, fasilitas hotel,resto semua ok, tapi kalau menurut saya tampilan luar hotel sedikit kurang wah 'warna cat hotel luar sedikit kusam, kalau cerah warnanya lebih terlihat tidak menyeramkan, tapi lepas itu. Semuanya ok ,terima kasih Planet Holiday Hotel & Residence."
"Evafebria S.","9.6","3-Jul-17","secara keseluruhan bagus sarapan pagi kurang berfariasi"
"milla r.","9.7","3-Jul-17","Tempatnya pas di dalam kota terus sarapannya juga enak banyak menu pilihannya"
"ade e. s.","6.1","3-Jul-17","2 kali kunci masuk kekamar macet harus bolak balik turun naik lift... Hotel sudah agak tua"
"boegie r.","10","29-Jul-17","Kamar bersih dan nyaman, memuaskan"
"yantri s.","10","27-Jul-17","Nyaman, pelayanan yang ramah, bersih."
"Boy I.","10","27-Jul-17","Memuaskan semuanya yang ada di dalam hotel"
"Novi P. W.","8.5","Profil ini privat.","Nyaman untuk anak-anak dan keluarga"
"Lian H. A. H.","8.5","Profil ini privat.","Keseluruhannya bagus,acnya dingin dan receptionnya ramah"
"tintin s.","9.7","10-Jul-17","Cukup nyaman dan tenang hanya sarapan paginya kurang enak rasa makanannya"
"Erwin B.","8.5","10-Jul-17","Kalau di lihat interior kamar, loby keren dan kamar bersih, fasilitas hotel,resto semua ok, tapi kalau menurut saya tampilan luar hotel sedikit kurang wah 'warna cat hotel luar sedikit kusam, kalau cerah warnanya lebih terlihat tidak menyeramkan, tapi lepas itu. Semuanya ok ,terima kasih Planet Holiday Hotel & Residence."
"Evafebria S.","9.6","3-Jul-17","secara keseluruhan bagus sarapan pagi kurang berfariasi"
"milla r.","9.7","3-Jul-17","Tempatnya pas di dalam kota terus sarapannya juga enak banyak menu pilihannya"
"ade e. s.","6.1","3-Jul-17","2 kali kunci masuk kekamar macet harus bolak balik turun naik lift... Hotel sudah agak tua"
"Ariyantono H.","8.5","29-Jun-17","Cocok buat santai bersama keluarga"
"Rio A.","8.5","12-Jun-17","Nyaman bersih makanan enak"
"Djunidar","9.7","26-May-17","Semuanya bagus. Saya dan keluarga sangat suka."
"Lim B. H.","9.4","26-May-17","Tempat nya enak. Dan lokasinya di tengah kota batam. Good."
"Mohammad I.","8.5","23-May-17","Untuk stay dalam rangka bisnia, holiday dan honeymoon sangat cocok."
"andi r. a.","8.5","22-May-17","Bagus hotelnya. nyaman dan asyik"
"DANIEL A. P.","6.2","20-May-17","Semua ok... namun proses check out terlalu lama... sampai memakan waktu 30menit lebih. Jadi kecewa karena terlambat."
"Edwin d.","10","19-May-17","Nyaman, bersih, pelayanan ramah and cepat, sarapan bagus, lokasi bagus, hiburan tersedia."
"handiyan","10","18-May-17","dengan segala pelayanan dan fasilitasnya hotel ini jadi murah.."
"Wiwit W.","9.7","17-May-17","Alhamdulillah anak anak pada senang dan puas."
"Ariyantono H.","8.5","29-Jun-17","Cocok buat santai bersama keluarga"
"Rio A.","8.5","12-Jun-17","Nyaman bersih makanan enak"
"Djunidar","9.7","26-May-17","Semuanya bagus. Saya dan keluarga sangat suka."
"Lim B. H.","9.4","26-May-17","Tempat nya enak. Dan lokasinya di tengah kota batam. Good."
"Mohammad I.","8.5","23-May-17","Untuk stay dalam rangka bisnia, holiday dan honeymoon sangat cocok."
"andi r. a.","8.5","22-May-17","Bagus hotelnya. nyaman dan asyik"
"DANIEL A. P.","6.2","20-May-17","Semua ok... namun proses check out terlalu lama... sampai memakan waktu 30menit lebih. Jadi kecewa karena terlambat."
"Edwin d.","10","19-May-17","Nyaman, bersih, pelayanan ramah and cepat, sarapan bagus, lokasi bagus, hiburan tersedia."
"handiyan","10","18-May-17","dengan segala pelayanan dan fasilitasnya hotel ini jadi murah.."
"Wiwit W.","9.7","17-May-17","Alhamdulillah anak anak pada senang dan puas."
"yoeyoen m.","8.2","16-May-17","Walaupun di Planet Holiday banyak pub maupun karaoke, tetapi kebisingan suara tidak terdengar di kamar. Sehingga tidak menggangu waktu istirahat kami."
"Muh R. P.","10","11-May-17","Mantap lah, view kotanya cocok untuk keluarga."
"Khairul A.","9.1","5-May-17","Pelayan cukup ramah dan membantu, lokasi dekat dengan pusat perbelanjaan, cocok bagi kami."
"taruna","10","1-May-17","Sangat menyenangkan dan pelayan hotel sangat ramah."
"Pt A. N. P.","10","25-Apr-17","Sangat nyaman, sesuai dengan yang diharapkan"
"Fahrizal M.","8.5","7-Apr-17","All good....pilih lantai 17 keatas aja...biar tidak berisik..17th floor keatas nice...."
"Harry S. s.","10","6-Apr-17","Semuanya hagus. Dan akan datang menginap lagi"
"Abdul K.","10","27-Mar-17","Perlu tambah fasilitas free antar jemput bandara"
"muchid","7","26-Mar-17","Terima kasih. Ada persoalan besar terkait restoran sarapan. Mohon maaf pertanyaan buat pengelola: bagaimana caranya membedakan makanan yang halal khusus buat umat Islam (muslim) jika terdapat restoran yang tidak halal di dalam hotel. Semoga menjadi masukan buat manajemen khususnya saya agar tidak ragu (subhat) untuk sarapan. Mohon maaf kalau ada kesalahan. Trmksh."
"Jimmy H.","8.5","23-Mar-17","Hotel nyaman dan bersih, ke depan kesini lagi."
"yoeyoen m.","8.2","16-May-17","Walaupun di Planet Holiday banyak pub maupun karaoke, tetapi kebisingan suara tidak terdengar di kamar. Sehingga tidak menggangu waktu istirahat kami."
"Muh R. P.","10","11-May-17","Mantap lah, view kotanya cocok untuk keluarga."
"Khairul A.","9.1","5-May-17","Pelayan cukup ramah dan membantu, lokasi dekat dengan pusat perbelanjaan, cocok bagi kami."
"taruna","10","1-May-17","Sangat menyenangkan dan pelayan hotel sangat ramah."
"Pt A. N. P.","10","25-Apr-17","Sangat nyaman, sesuai dengan yang diharapkan"
"Fahrizal M.","8.5","7-Apr-17","All good....pilih lantai 17 keatas aja...biar tidak berisik..17th floor keatas nice...."
"Harry S. s.","10","6-Apr-17","Semuanya hagus. Dan akan datang menginap lagi"
"Abdul K.","10","27-Mar-17","Perlu tambah fasilitas free antar jemput bandara"
"muchid","7","26-Mar-17","Terima kasih. Ada persoalan besar terkait restoran sarapan. Mohon maaf pertanyaan buat pengelola: bagaimana caranya membedakan makanan yang halal khusus buat umat Islam (muslim) jika terdapat restoran yang tidak halal di dalam hotel. Semoga menjadi masukan buat manajemen khususnya saya agar tidak ragu (subhat) untuk sarapan. Mohon maaf kalau ada kesalahan. Trmksh."
"Jimmy H.","8.5","23-Mar-17","Hotel nyaman dan bersih, ke depan kesini lagi."
"Syafii s.","8.5","21-Mar-17","Disayangkan harus menyediakan jaminan uang"
"Edisyah R. S.","8.5","19-Mar-17","Petugasnya ramah dan lokasinya dekat kemana-mana"
"Andi F.","8.5","19-Mar-17","Sarana Hiburan karaokenya perlu pembenahan atau peremajaan"
"Safrizal A.","8.5","13-Mar-17","Cukup memuaskan. Walaupun relatif bukan baru."
"Intan M.","6.4","12-Mar-17","Untuk service oke, tapi sayangnya untuk kebersihan kasur kurang. Sprei dan selimutnya yang saya dapat rasanya seperti bekas dipakai/tidak diganti, sehingga bikin kurang nyaman. Lain2 oke."
"Mali D. T.","8.5","7-Mar-17","Baik sangat memuaskan untuk berlibur hotelnya"
"rianto","9.1","6-Mar-17","Recommended untuk tempat tinggal dan cocok untuk bisnis dan keluarga"
"Safrizal A.","8.5","25-Feb-17","Hotel Bagus.. Fasilitas lengkap... Namun sedikit tua.."
"Fahrun N.","9.4","21-Feb-17","Sangat nyaman untuk istirahat dan pemandangannya sangat indah"
"Dachris F.","8.5","19-Feb-17","Pelayanan, kebersihan, pelayanan cukup memuaskan,"
"Syafii s.","8.5","21-Mar-17","Disayangkan harus menyediakan jaminan uang"
"Edisyah R. S.","8.5","19-Mar-17","Petugasnya ramah dan lokasinya dekat kemana-mana"
"Andi F.","8.5","19-Mar-17","Sarana Hiburan karaokenya perlu pembenahan atau peremajaan"
"Safrizal A.","8.5","13-Mar-17","Cukup memuaskan. Walaupun relatif bukan baru."
"Intan M.","6.4","12-Mar-17","Untuk service oke, tapi sayangnya untuk kebersihan kasur kurang. Sprei dan selimutnya yang saya dapat rasanya seperti bekas dipakai/tidak diganti, sehingga bikin kurang nyaman. Lain2 oke."
"Mali D. T.","8.5","7-Mar-17","Baik sangat memuaskan untuk berlibur hotelnya"
"rianto","9.1","6-Mar-17","Recommended untuk tempat tinggal dan cocok untuk bisnis dan keluarga"
"Safrizal A.","8.5","25-Feb-17","Hotel Bagus.. Fasilitas lengkap... Namun sedikit tua.."
"Fahrun N.","9.4","21-Feb-17","Sangat nyaman untuk istirahat dan pemandangannya sangat indah"
"Dachris F.","8.5","19-Feb-17","Pelayanan, kebersihan, pelayanan cukup memuaskan,"
"Rosemary Y. A. P. B.","9.1","13-Feb-17","Secara keseluruhan bersih,nyaman dan memuaskan Hanya kolam renang anak yang ada dedaunan didalamnya,agar dapat diperhatikan untuk kedepannya"
"Mukidaliyah M.","10","8-Feb-17","Pelayanan resepsiont bagus dan kamar hotel bersih"
"Farhan F.","5.7","4-Feb-17","Makanannya kurang memuaskan pelayanan juga kurang"
"Nanda N.","8.5","1-Feb-17","Service cepat, tapi agak sulit meng upgrade kamarnya"
"Dessy D.","9.7","25-Jan-17","Sangat memuaskan, tempat yang indah, semua sangat menyenangkan, dan harga cukup terjangkau.."
"Ihwanudin","8.5","25-Jan-17","Pelayanan memuaskan..staf dan karyawan ramah-ramah. Kamar bersih dan nyaman"
"agustinah","10","20-Jan-17","Hotel yang nyaman. Saya dan keluarga selalu stay disini. Iya karena tempatnya strategis. We love it!"
"Fahrun N.","8.8","15-Jan-17","Bagus,,cuma handuknya kemarin bau gitu"
"Monang","9.7","14-Jan-17","Baik dan memuaskan.pelayanan sangat baik"
"Adriansyah","8.5","12-Jan-17","Strategis, kamar besar, harus renovasi."
"Rosemary Y. A. P. B.","9.1","13-Feb-17","Secara keseluruhan bersih,nyaman dan memuaskan Hanya kolam renang anak yang ada dedaunan didalamnya,agar dapat diperhatikan untuk kedepannya"
"Mukidaliyah M.","10","8-Feb-17","Pelayanan resepsiont bagus dan kamar hotel bersih"
"Farhan F.","5.7","4-Feb-17","Makanannya kurang memuaskan pelayanan juga kurang"
"Nanda N.","8.5","1-Feb-17","Service cepat, tapi agak sulit meng upgrade kamarnya"
"Dessy D.","9.7","25-Jan-17","Sangat memuaskan, tempat yang indah, semua sangat menyenangkan, dan harga cukup terjangkau.."
"Ihwanudin","8.5","25-Jan-17","Pelayanan memuaskan..staf dan karyawan ramah-ramah. Kamar bersih dan nyaman"
"agustinah","10","20-Jan-17","Hotel yang nyaman. Saya dan keluarga selalu stay disini. Iya karena tempatnya strategis. We love it!"
"Fahrun N.","8.8","15-Jan-17","Bagus,,cuma handuknya kemarin bau gitu"
"Monang","9.7","14-Jan-17","Baik dan memuaskan.pelayanan sangat baik"
"Adriansyah","8.5","12-Jan-17","Strategis, kamar besar, harus renovasi."
"Faisal I. A.","8.5","9-Jan-17","Lokasi strategis, nyaman aman dan bersih"
"Leny A.","10","5-Jan-17","Tetap jaga mutu dan tingkatkan layanan."
"IRWAN I.","10","4-Jan-17","Sangat menyenangkan dan pelayanan nya memuaskan"
"Guest","6","3-Jan-17","Mengecewakan sekali sarapan pagi yang sudah tidak ada apa apanya lagi habis juga masih dikenakan biaya tambahan"
"Muhammad S.","8.8","3-Jan-17","Saya dan keluarga sangat nyaman dan happy menginap di Plane Holiday ini walau cuma 1 malam. Jika masih ada kesempatan lagi atau tahun depan ingin deh kembali menginap disini, oke seh... bangeeet..."
"Joserizal J.","10","29-Dec-16","Pelayanannya sungguh memuaskan apalagi staf dan pekerja sungguh ramah ramah."
"Budi S.","10","28-Dec-16","Walaupun bukan hotel baru, sangat saya rekomendasikan untuk teman-teman dari luar Batam."
"Guest","8.5","27-Dec-16","Keluarga sangat menikmati beserta fasilitas yang tersedia ( swimming pool, fitness dsb)"
"yodhy t. f.","10","27-Dec-16","Alhamdulillah nyaman di planet holiday hotel."
"MAYESTIKA","9.4","27-Dec-16","Menyenangkan untuk liburan keluarga, fasilitas renangnya lengkap. Pelayanan check-in saja yang kurang maksimal, mungkin karena tamu sedang ramai."
"Faisal I. A.","8.5","9-Jan-17","Lokasi strategis, nyaman aman dan bersih"
"Leny A.","10","5-Jan-17","Tetap jaga mutu dan tingkatkan layanan."
"IRWAN I.","10","4-Jan-17","Sangat menyenangkan dan pelayanan nya memuaskan"
"Guest","6","3-Jan-17","Mengecewakan sekali sarapan pagi yang sudah tidak ada apa apanya lagi habis juga masih dikenakan biaya tambahan"
"Muhammad S.","8.8","3-Jan-17","Saya dan keluarga sangat nyaman dan happy menginap di Plane Holiday ini walau cuma 1 malam. Jika masih ada kesempatan lagi atau tahun depan ingin deh kembali menginap disini, oke seh... bangeeet..."
"Joserizal J.","10","29-Dec-16","Pelayanannya sungguh memuaskan apalagi staf dan pekerja sungguh ramah ramah."
"Budi S.","10","28-Dec-16","Walaupun bukan hotel baru, sangat saya rekomendasikan untuk teman-teman dari luar Batam."
"Guest","8.5","27-Dec-16","Keluarga sangat menikmati beserta fasilitas yang tersedia ( swimming pool, fitness dsb)"
"yodhy t. f.","10","27-Dec-16","Alhamdulillah nyaman di planet holiday hotel."
"MAYESTIKA","9.4","27-Dec-16","Menyenangkan untuk liburan keluarga, fasilitas renangnya lengkap. Pelayanan check-in saja yang kurang maksimal, mungkin karena tamu sedang ramai."
"M Zulkifli","8.8","27-Dec-16","Sangat puas sekali. Hotelnya bersih dan elegan."
"zarni f.","10","25-Dec-16","Hotelny sangat nyaman makananny bervariasi"
"agus p.","8.5","25-Dec-16","Sangat puas dengan fasilitas dan pelayanan"
"Devin T.","9.1","13-Dec-16","Pilihan ternaik untuk ke batam"
"Desi N.","10","13-Dec-16","Tempatnya ok...sya sudah ke 4 kalinya menginap di sana...and smuanya nggk ada berbeda...mulai dari playanan..makanan,kebersihan smuanya ok..."
"Arnizawati","9.4","12-Dec-16","Menyenangkan sekali, recommended deh pokoknya"
"Indra W. W.","8.8","8-Dec-16","Fasilitas hotelnya Bangus, semua tempat hibur diri juga ada di planet holiday. Good."
"rony k.","8.5","5-Dec-16","Saya terkesan dengan pelayanan nya"
"BANGJO","10","29-Nov-16","Hotelnya bagus dan nyaman dekat kemana mana pelayananya baik sistem cek in baik dan cepat. Kamarnya juga bagus"
"Arnizawati","9.4","28-Nov-16","Sangat menyenangkan, next time menginap disini lagi deh."
"M Zulkifli","8.8","27-Dec-16","Sangat puas sekali. Hotelnya bersih dan elegan."
"zarni f.","10","25-Dec-16","Hotelny sangat nyaman makananny bervariasi"
"agus p.","8.5","25-Dec-16","Sangat puas dengan fasilitas dan pelayanan"
"Devin T.","9.1","13-Dec-16","Pilihan ternaik untuk ke batam"
"Desi N.","10","13-Dec-16","Tempatnya ok...sya sudah ke 4 kalinya menginap di sana...and smuanya nggk ada berbeda...mulai dari playanan..makanan,kebersihan smuanya ok..."
"Arnizawati","9.4","12-Dec-16","Menyenangkan sekali, recommended deh pokoknya"
"Indra W. W.","8.8","8-Dec-16","Fasilitas hotelnya Bangus, semua tempat hibur diri juga ada di planet holiday. Good."
"rony k.","8.5","5-Dec-16","Saya terkesan dengan pelayanan nya"
"BANGJO","10","29-Nov-16","Hotelnya bagus dan nyaman dekat kemana mana pelayananya baik sistem cek in baik dan cepat. Kamarnya juga bagus"
"Arnizawati","9.4","28-Nov-16","Sangat menyenangkan, next time menginap disini lagi deh."
"NOVI S.","8.5","21-Nov-16","Kolam renangnya ok, pelayannya ramah."
"tina m.","10","18-Nov-16","Bersih dan nyaman serta dekat pusat perbelanjaan"
"Elfian I.","9.7","12-Nov-16","Hotel yang bersih dan nyaman. Sangat direcommend untuk mereka yang berkunjung ke batam."
"Frisdonna E. R. S.","9.1","7-Nov-16","Sangat bagus, perlu diperhatikan juga untuk kamar yang mempunyai teras di luar agar selalu dibersihkan."
"Nisa A.","9.3","2-Nov-16","Overall memuaskan.. hanya breakfast biasa saja, dan antri untuk meja kosong serta piring ga selalu tersedia jadi harus minta dan nunggu dari pelayan"
"Mulia F.","8.5","26-Oct-16","Seluruh staf ramah dan bekerja dengan baik. Terima kasih."
"ESTHER S. L.","7","19-Oct-16","Kurang kooperatif dalam kebutuhan pelanggan dalam skala besar. Jaringan internet wifi mengecewakan sekali saat berada di sekitaran galaxy ballroom. Sarapan lumayan untuk variasinya..saya suka salad, buah manisan, kue kuenya. Tapiutk nasi dan mie saya tidak suka."
"dedianto","9.1","19-Oct-16","Tempat yang menarik dan mudah dijangkau"
"Willy I. T.","8.5","16-Oct-16","Cocok untuk kegiatan yang saya lakukan"
"fika h.","9.7","12-Oct-16","Ini kunjungan saya yg kesekian kalinya. Saya suka banget disini, Breakfast nya enak banged and banyak pilihan, servicenya baik and mereka friendly banget, kamarnya besar and nyaman,,."
"NOVI S.","8.5","21-Nov-16","Kolam renangnya ok, pelayannya ramah."
"tina m.","10","18-Nov-16","Bersih dan nyaman serta dekat pusat perbelanjaan"
"Elfian I.","9.7","12-Nov-16","Hotel yang bersih dan nyaman. Sangat direcommend untuk mereka yang berkunjung ke batam."
"Frisdonna E. R. S.","9.1","7-Nov-16","Sangat bagus, perlu diperhatikan juga untuk kamar yang mempunyai teras di luar agar selalu dibersihkan."
"Nisa A.","9.3","2-Nov-16","Overall memuaskan.. hanya breakfast biasa saja, dan antri untuk meja kosong serta piring ga selalu tersedia jadi harus minta dan nunggu dari pelayan"
"Mulia F.","8.5","26-Oct-16","Seluruh staf ramah dan bekerja dengan baik. Terima kasih."
"ESTHER S. L.","7","19-Oct-16","Kurang kooperatif dalam kebutuhan pelanggan dalam skala besar. Jaringan internet wifi mengecewakan sekali saat berada di sekitaran galaxy ballroom. Sarapan lumayan untuk variasinya..saya suka salad, buah manisan, kue kuenya. Tapiutk nasi dan mie saya tidak suka."
"dedianto","9.1","19-Oct-16","Tempat yang menarik dan mudah dijangkau"
"Willy I. T.","8.5","16-Oct-16","Cocok untuk kegiatan yang saya lakukan"
"fika h.","9.7","12-Oct-16","Ini kunjungan saya yg kesekian kalinya. Saya suka banget disini, Breakfast nya enak banged and banyak pilihan, servicenya baik and mereka friendly banget, kamarnya besar and nyaman,,."
"Res Y.","8.8","8-Oct-16","Kamarnya bersih dan nyaman. Breakfast nya enak, dekat dengan pusat kota. Staff nya cukup ramah. Pokoknya puas menginap disini"
"Rian S.","8.7","26-Sep-16","Memuaskan..cuma sarapannya kurang enak..buburnya dingin"
"Awiyah","8.7","24-Sep-16","Tempatnya strategis dekat dengann pusat pertokoan dan pelabuhan, tp untuk makanan breakfastnya kurang."
"Guest","8.5","22-Sep-16","Sangat menyenangkan terutama fasilitas kolam renang dan menu sarapan pagi, ke depannya agar dapat dipertahankan dan lebih ditingkatkan lagi sehingga tamu tamu akan lebih dimanjakan lagi...."
"Eko S.","8.8","14-Sep-16","Cukup nyaman pokoknya enak lah..."
"Ibnu H.","8.5","Profil ini privat.","Aminities yang sudah tua tetapi sangat terawat dengan rapi. Arena berenang untuk keluarga yang nyaman."
"Yuni Y.","10","9-Sep-16","Sangat memuaskan, dekat dengan pusat kota. Apa aja ada di hotel ini. Overall keren banget."
"ERNI H.","8.5","5-Sep-16","Sangat bagus dan memuaskan, saya senang tidur di hotel planet."
"Ridho R.","9.4","28-Aug-16","Hotelnya nyaman dan lokasi strategis."
"Nanda D. P.","8.5","26-Aug-16","Sangat menyenangkan dan bakalan kesana lagi."
"Res Y.","8.8","8-Oct-16","Kamarnya bersih dan nyaman. Breakfast nya enak, dekat dengan pusat kota. Staff nya cukup ramah. Pokoknya puas menginap disini"
"Rian S.","8.7","26-Sep-16","Memuaskan..cuma sarapannya kurang enak..buburnya dingin"
"Awiyah","8.7","24-Sep-16","Tempatnya strategis dekat dengann pusat pertokoan dan pelabuhan, tp untuk makanan breakfastnya kurang."
"Guest","8.5","22-Sep-16","Sangat menyenangkan terutama fasilitas kolam renang dan menu sarapan pagi, ke depannya agar dapat dipertahankan dan lebih ditingkatkan lagi sehingga tamu tamu akan lebih dimanjakan lagi...."
"Eko S.","8.8","14-Sep-16","Cukup nyaman pokoknya enak lah..."
